asin,title,actors,box_office,country,director,genre,language,metascore,production,rated,released,runtime,type,writer,year,imdb_id,imdb_rating,imdb_votes
6300269124,Day for Night,"Jacqueline Bisset, Valentina Cortese, Dani, Alexandra Stewart",N/A,"France, Italy",François Truffaut,"Comedy, Drama, Romance","French, English",N/A,Warner Bros. Pictures,PG,07 Sep 1973,115 min,movie,"François Truffaut (screenplay), Jean-Louis Richard (screenplay), Suzanne Schiffman (screenplay)",1973,tt0070460,8.1,"15,966"
6300269094,Performance,"James Fox, Mick Jagger, Anita Pallenberg, Michèle Breton",N/A,UK,"Donald Cammell, Nicolas Roeg","Crime, Drama",English,N/A,Warner Bros. Pictures,R,04 Sep 1970,105 min,movie,Donald Cammell,1970,tt0066214,7.0,"7,309"
B00069L0Y0,Wake of Death,"Jean-Claude Van Damme, Simon Yam, Philip Tan, Valerie Tian",N/A,"UK, France, Germany, Spain, South Africa",Philippe Martinez,"Action, Adventure, Drama","Cantonese, French, English",N/A,Sony Pictures Home Entertainment,R,19 Jan 2005,91 min,movie,"Mick Davis, Laurent Fellous, Kristina Hamilton-Grobler, Philippe Martinez",2004,tt0367478,5.8,"7,756"
6301967682,Boys Town,"Spencer Tracy, Mickey Rooney, Henry Hull, Leslie Fenton",N/A,USA,Norman Taurog,"Biography, Drama","English, Hebrew",N/A,MGM Home Entertainment,PASSED,09 Sep 1938,96 min,movie,"John Meehan (screenplay), Dore Schary (screenplay), Dore Schary (original story), Eleanore Griffin (original story)",1938,tt0029942,7.3,"4,313"
6305326940,A Bug's Life,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere",N/A,USA,"John Lasseter, Andrew Stanton(co-director)","Animation, Adventure, Comedy",English,77,Buena Vista Pictures,G,25 Nov 1998,95 min,movie,"John Lasseter (original story by), Andrew Stanton (original story by), Joe Ranft (original story by), Andrew Stanton (screenplay by), Don McEnery (screenplay by), Bob Shaw (screenplay by)",1998,tt0120623,7.2,"228,373"
B000ATUU4M,If Only,"Jennifer Love Hewitt, Paul Nicholls, Tom Wilkinson, Diana Hardcastle",N/A,"USA, UK",Gil Junger,"Comedy, Drama, Fantasy",English,N/A,Sony Pictures Home Entertainment,PG-13,15 Jul 2004,92 min,movie,Christina Welsh,2004,tt0332136,7.2,"28,456"
B00004WLUL,Catch Me If You Can,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen","$164,400,000","USA, Canada",Steven Spielberg,"Biography, Crime, Drama","English, French",76,DreamWorks SKG,PG-13,25 Dec 2002,141 min,movie,"Jeff Nathanson (screenplay), Frank Abagnale Jr. (book), Stan Redding (book)",2002,tt0264464,8.1,"616,064"
6305300887,The Temptations,"Charles Malik Whitfield, D.B. Woodside, Terron Brooks, Christian Payton",,USA,N/A,"Biography, Drama, Music",Italian,N/A,,N/A,N/A,150 min,series,N/A,1998–,tt0164292,8.5,"3,283"
6304696558,Private Benjamin,"Goldie Hawn, Eileen Brennan, Armand Assante, Robert Webber",N/A,USA,Howard Zieff,"Comedy, War",English,N/A,Warner Bros. Pictures,R,10 Oct 1980,109 min,movie,"Nancy Meyers, Charles Shyer, Harvey Miller",1980,tt0081375,6.1,"19,839"
6301955595,Santa Sangre,"Axel Jodorowsky, Blanca Guerra, Guy Stockwell, Thelma Tixou",N/A,"Italy, Mexico",Alejandro Jodorowsky,"Drama, Fantasy, Horror",English,N/A,Republic Pictures Home Video,NC-17,27 Jun 1990,123 min,movie,"Alejandro Jodorowsky (story), Roberto Leoni (story), Alejandro Jodorowsky (screenplay), Roberto Leoni (screenplay), Claudio Argento (screenplay)",1989,tt0098253,7.7,"15,334"
B0012E2GFK,Wristcutters: A Love Story,"Patrick Fugit, Shannyn Sossamon, Shea Whigham, Leslie Bibb",N/A,"USA, UK",Goran Dukic,"Comedy, Drama, Fantasy","English, Russian",62,N/A,R,02 Nov 2007,88 min,movie,"Goran Dukic (screenplay), Etgar Keret (short story ""Kneller's Happy Campers"")",2006,tt0477139,7.4,"48,603"
078401163X,L.A. Story,"Steve Martin, Victoria Tennant, Richard E. Grant, Marilu Henner",N/A,USA,Mick Jackson,"Comedy, Drama, Fantasy",English,66,Live Home Video,PG-13,08 Feb 1991,95 min,movie,Steve Martin,1991,tt0102250,6.7,"26,348"
B0038M2AOG,Game of Thrones Season 4: The Laws of Gods and Men - Spoiler Free Review,Nathaniel Wayne,,N/A,N/A,Comedy,N/A,N/A,,N/A,21 May 2014,N/A,episode,N/A,2014,tt3898732,N/A,N/A
1558801871,Mo' Better Blues,"Denzel Washington, Spike Lee, Wesley Snipes, Giancarlo Esposito",N/A,USA,Spike Lee,"Drama, Music, Romance",English,N/A,MCA Universal Home Video,R,03 Aug 1990,130 min,movie,Spike Lee,1990,tt0100168,6.6,"9,014"
155890834X,Nothing to Lose,"Martin Lawrence, Tim Robbins, John C. McGinley, Giancarlo Esposito",N/A,USA,Steve Oedekerk,"Action, Adventure, Comedy",English,N/A,Touchstone Pictures,R,18 Jul 1997,98 min,movie,Steve Oedekerk,1997,tt0119807,6.7,"38,264"
0792841840,Kingpin,"Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray",N/A,USA,"Bobby Farrelly, Peter Farrelly","Comedy, Sport",English,43,MGM Home Entertainment,PG-13,26 Jul 1996,113 min,movie,"Barry Fanaro, Mort Nathan",1996,tt0116778,6.9,"67,226"
B0009S4J1O,Off the Map,"Jonathan Castellanos, Valerie Cruz, Caroline Dhavernas, Jason George",,USA,N/A,"Action, Adventure, Drama",English,N/A,,N/A,12 Jan 2011,42 min,series,Jenna Bans,2011,tt1587694,7.2,"4,627"
6302250196,My Name Is Nobody,"Terence Hill, Henry Fonda, Jean Martin, R.G. Armstrong",N/A,"Italy, France, West Germany",Tonino Valerii,"Comedy, Western",Italian,N/A,Universal Pictures,PG,17 Jul 1974,116 min,movie,"Sergio Leone (idea), Fulvio Morsella (story), Ernesto Gastaldi (story), Ernesto Gastaldi (screenplay)",1973,tt0070215,7.5,"19,199"
B0072Q4SWG,This Must Be the Place,"Sean Penn, Olwen Fouere, Eve Hewson, Johnny Ward","$142,242","Italy, France, Ireland",Paolo Sorrentino,"Comedy, Drama","English, Hebrew",61,The Weinstein Company,R,24 Aug 2011,118 min,movie,"Paolo Sorrentino (screenplay), Umberto Contarello (screenplay)",2011,tt1440345,6.7,"28,233"
6303241212,Fallen Idol,John Quiñones,N/A,USA,Paul George,Documentary,English,N/A,N/A,N/A,N/A,N/A,movie,"Greg Fisher, Harry Phillips, Kim Powers",2005,tt1346662,N/A,N/A
B000VAPZM2,High School Musical 2,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel",N/A,USA,Kenny Ortega,"Comedy, Drama, Family",English,N/A,Walt Disney Home Entertainment,TV-G,17 Aug 2007,104 min,movie,Peter Barsocchini,2007,tt0810900,4.8,"44,238"
B003UESJLU,Somewhere,"Stephen Dorff, Chris Pontius, Erin Wasson, Alexandra Williams","$1,768,416","USA, UK, Italy, Japan",Sofia Coppola,"Comedy, Drama","English, Italian",67,Focus Features,R,21 Jan 2011,97 min,movie,Sofia Coppola,2010,tt1421051,6.3,"38,211"
6304106041,Things to Do in Denver When You're Dead,"Andy Garcia, Christopher Lloyd, William Forsythe, Bill Nunn",N/A,USA,Gary Fleder,"Crime, Drama",English,46,Miramax,R,01 Dec 1995,115 min,movie,Scott Rosenberg,1995,tt0114660,6.8,"23,470"
B000MEYKE6,Penny Dreadful,"Reeve Carney, Timothy Dalton, Eva Green, Rory Kinnear",,"USA, Ireland, UK",N/A,"Drama, Fantasy, Horror",English,N/A,,TV-MA,28 Apr 2014,60 min,series,John Logan,2014–2016,tt2628232,8.2,"90,408"
B000053V7C,Cecil B. DeMented,"Melanie Griffith, Stephen Dorff, Alicia Witt, Adrian Grenier",N/A,"France, USA",John Waters,"Comedy, Crime, Thriller",English,57,Artisan Entertainment,R,01 Sep 2000,87 min,movie,John Waters,2000,tt0173716,6.2,"11,974"
B0007XBM8O,Infection,"Michiko Hada, Mari Hoshino, Tae Kimura, Yôko Maki",N/A,Japan,Masayuki Ochiai,"Drama, Horror, Sci-Fi",Japanese,N/A,Lions Gate Films,R,02 Oct 2004,98 min,movie,"Ryôichi Kimizuka (story), Masayuki Ochiai (screenplay)",2004,tt0418778,6.1,"4,573"
B00005JXI9,Crossfire Trail,"Tom Selleck, Virginia Madsen, Wilford Brimley, David O'Hara",N/A,USA,Simon Wincer,"Action, Western","English, Sioux",N/A,Warner Bros. Pictures,NOT RATED,21 Jan 2001,92 min,movie,"Louis L'Amour (book), Charles Robert Carner (teleplay)",2001,tt0218127,7.1,"2,288"
6305131104,Man with a Movie Camera,Mikhail Kaufman,N/A,Soviet Union,Dziga Vertov,"Documentary, Music",N/A,N/A,Amkino Corporation,NOT RATED,12 May 1929,68 min,movie,Dziga Vertov (scenario),1929,tt0019760,8.4,"17,580"
6304202725,Spy Hard,"Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden",N/A,USA,Rick Friedberg,"Comedy, Action","English, French, Spanish",25,Hollywood Pictures,PG-13,24 May 1996,81 min,movie,"Jason Friedberg (story), Aaron Seltzer (story), Rick Friedberg (screenplay), Dick Chudnow (screenplay), Jason Friedberg (screenplay), Aaron Seltzer (screenplay)",1996,tt0117723,5.3,"31,764"
B000059TFH,Southern Comfort,"Keith Carradine, Powers Boothe, Fred Ward, Franklyn Seales",N/A,"USA, Switzerland, UK",Walter Hill,"Action, Thriller","English, French",N/A,20th Century Fox Film Corporation,R,25 Sep 1981,106 min,movie,"Michael Kane, Walter Hill, David Giler",1981,tt0083111,7.2,"13,053"
6302807573,Berserk,"Nobutoshi Canna, Marc Diraison, Carrie Keranen, Kevin T. Collins",,Japan,N/A,"Animation, Action, Adventure",Japanese,N/A,,TV-MA,28 May 2002,22 min,series,Kentaro Miura,1997–1998,tt0318871,8.6,"19,581"
B0001UZZSQ,Smiles of a Summer Night,"Ulla Jacobsson, Eva Dahlbeck, Harriet Andersson, Margit Carlqvist",N/A,Sweden,Ingmar Bergman,"Comedy, Romance",Swedish,N/A,Criterion Collection,PASSED,23 Dec 1957,108 min,movie,Ingmar Bergman,1955,tt0048641,7.9,"9,702"
6301968905,In This Our Life,"Bette Davis, Olivia de Havilland, George Brent, Dennis Morgan",N/A,USA,John Huston,Drama,English,N/A,Warner Bros.,APPROVED,16 May 1942,97 min,movie,"Howard Koch (screenplay), Ellen Glasgow (novel)",1942,tt0034890,7.5,"3,256"
B002NO4ISG,The Maiden Heist,"Christopher Walken, Joseph McKenna, Wynn Everett, Patricia B. Till","$481,378",USA,Peter Hewitt,"Comedy, Crime",English,N/A,Yari Film Group,PG-13,08 Jul 2010,90 min,movie,Michael LeSieur,2009,tt1107860,6.1,"13,619"
B000UYX4Q8,The Man from Earth,"David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford",N/A,USA,Richard Schenkman,"Drama, Fantasy, Sci-Fi",English,N/A,STARZ MEDIA LLC.,NOT RATED,13 Nov 2007,87 min,movie,Jerome Bixby,2007,tt0756683,7.9,"145,295"
0767809378,The Opposite of Sex,"Christina Ricci, Martin Donovan, Lisa Kudrow, Lyle Lovett",N/A,USA,Don Roos,Comedy,English,70,Sony Pictures Classics,R,22 May 1998,105 min,movie,Don Roos,1998,tt0120777,6.5,"18,837"
B00005JMON,Anything Else,"Woody Allen, Jason Biggs, Fisher Stevens, Anthony Arkin","$3,135,535","USA, France, UK",Woody Allen,"Comedy, Romance","English, Latin",43,DreamWorks SKG,R,19 Sep 2003,108 min,movie,Woody Allen,2003,tt0313792,6.4,"26,701"
B0011QC9E2,David & Goliath,"Thurl Bailey, Daniel Beck, Alex Boye, Michael Corrasco",N/A,USA,"Dennis Agle Jr.(co-director), Aaron Edson(co-director)","Drama, Family, Musical",English,N/A,N/A,NOT RATED,15 Mar 2005,66 min,movie,Dennis Agle Jr. (screenplay),2005,tt0457601,7.6,26
6303102492,Pinky,"Jeanne Crain, Ethel Barrymore, Ethel Waters, William Lundigan",N/A,USA,"Elia Kazan, John Ford",Drama,English,N/A,20th Century Fox Film Corporation,APPROVED,01 Nov 1949,102 min,movie,"Cid Ricketts Sumner (novel), Philip Dunne (screenplay), Dudley Nichols (screenplay)",1949,tt0041746,7.2,"2,115"
B0009A409S,Man-Thing,"Matthew Le Nevez, Rachael Taylor, Jack Thompson, Rawiri Paratene",N/A,"USA, Germany, Australia",Brett Leonard,"Action, Adventure, Horror",English,N/A,Artisan Entertainment,R,21 Apr 2005,97 min,movie,"Steve Gerber (character), Hans Rodionoff",2005,tt0290747,4.0,"5,137"
B003U9UXPA,Wild Target,"Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett","$117,190","UK, France",Jonathan Lynn,"Action, Comedy, Crime",English,41,Freestyle Releasing,PG-13,18 Jun 2010,98 min,movie,"Lucinda Coxon (screenplay), Pierre Salvadori (film ""Cible émouvante"")",2010,tt1235189,6.9,"31,946"
B000CFYAMC,The Room,"Tommy Wiseau, Greg Sestero, Juliette Danielle, Philip Haldiman",N/A,USA,Tommy Wiseau,Drama,English,N/A,Chloe Productions,R,03 Mar 2004,99 min,movie,Tommy Wiseau,2003,tt0368226,3.6,"41,567"
B000EXDS7K,"Tony Hale on his Emmy Noms, Veep, and Arrested Development's Return",N/A,,N/A,Scott Brown,Talk-Show,N/A,N/A,,N/A,17 Aug 2015,N/A,episode,N/A,2015,tt5510250,N/A,N/A
6301963644,"All This, and Heaven Too","Bette Davis, Charles Boyer, Jeffrey Lynn, Barbara O'Neil",N/A,USA,Anatole Litvak,"Drama, Romance","English, French",N/A,Warner Bros. Pictures,APPROVED,13 Jul 1940,141 min,movie,"Rachel Field (by), Casey Robinson (screen play)",1940,tt0032194,7.6,"3,518"
B004X2TYEY,The Perfect Game,"Jake T. Austin, Jansen Panettiere, Moises Arias, Ryan Ochoa","$1,000,000","Canada, USA, Mexico",William Dear,"Comedy, Drama, Family","English, Spanish, Latin",42,Visio Entertainment,PG,16 Apr 2010,118 min,movie,"W. William Winokur, W. William Winokur (book)",2009,tt0473102,7.0,"2,824"
6300269000,When Time Ran Out...,"Paul Newman, Jacqueline Bisset, William Holden, Edward Albert",N/A,"Canada, USA",James Goldstone,"Action, Adventure, Drama",English,N/A,Warner Home Video,PG,28 Mar 1980,121 min,movie,"Gordon Thomas (based on the novel ""The Day the World Ended"" by), Max Morgan Witts (based on the novel ""The Day the World Ended"" by), Carl Foreman (screenplay), Stirling Silliphant (screenplay)",1980,tt0081747,4.4,"2,068"
0792846125,Stardust Memories,"Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault",N/A,USA,Woody Allen,"Comedy, Drama","English, French, Persian",N/A,United Artists,PG,26 Sep 1980,89 min,movie,Woody Allen,1980,tt0081554,7.4,"18,036"
B0002V7TZQ,Agents of S.H.I.E.L.D. - Spoilerific Season 1 Review,Nathaniel Wayne,,N/A,Nathaniel Wayne,Comedy,N/A,N/A,,N/A,19 May 2014,N/A,episode,Nathaniel Wayne,2014,tt3898728,N/A,N/A
B000E1MXUU,Swordfish,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle",N/A,USA,Dominic Sena,"Action, Crime, Thriller","English, German",32,Warner Bros. Pictures,R,08 Jun 2001,99 min,movie,Skip Woods,2001,tt0244244,6.5,"162,325"
B001PU8N0I,Little Dorrit,"Claire Foy, Matthew Macfadyen, Tom Courtenay, Emma Pierson",,"UK, USA",N/A,"Drama, Mystery, Romance",English,N/A,,N/A,29 Mar 2009,30 min,series,N/A,2008–,tt1178522,8.3,"6,815"
6302805392,Swing Kids,"Robert Sean Leonard, Christian Bale, Frank Whaley, Barbara Hershey",N/A,USA,Thomas Carter,"Drama, Music",English,39,Buena Vista Pictures,PG-13,05 Mar 1993,112 min,movie,Jonathan Marc Feldman,1993,tt0108265,6.8,"13,890"
B001L28J2M,Jam Heavy Metal Guitar: The Power to Rock,Matt Clark,N/A,USA,Warren Croyle,Documentary,English,N/A,N/A,N/A,11 Jun 2013,120 min,movie,N/A,2013,tt3099810,N/A,N/A
6300216993,Up in Smoke,"Cheech Marin, Tommy Chong, Strother Martin, Edie Adams",N/A,USA,"Lou Adler, Tommy Chong","Comedy, Music","English, Spanish",57,N/A,R,15 Sep 1978,86 min,movie,"Tommy Chong, Cheech Marin",1978,tt0078446,7.0,"30,937"
B00579YI1G,Meek's Cutoff,"Michelle Williams, Bruce Greenwood, Will Patton, Zoe Kazan","$977,600",USA,Kelly Reichardt,"Drama, Western",English,85,Oscilloscope Pictures,PG,15 Apr 2011,104 min,movie,Jonathan Raymond (screenplay),2010,tt1518812,6.6,"9,326"
6300216381,Lady Sings the Blues,"Diana Ross, Billy Dee Williams, Richard Pryor, James T. Callahan",N/A,USA,Sidney J. Furie,"Biography, Drama, Music",English,N/A,Paramount Pictures,R,12 Oct 1972,144 min,movie,"Chris Clark (screenplay), Suzanne De Passe (screenplay), William Dufty (book), Billie Holiday (book), Terence McCloy (screenplay)",1972,tt0068828,7.1,"3,065"
B000FJH5M2,Smallville: The Complete Series Retrospective,"Mairzee Almas, Greg Beeman, Callum Blue, Craig Byrne",N/A,USA,N/A,Documentary,English,N/A,N/A,N/A,29 Nov 2011,100 min,movie,N/A,2011,tt2091965,8.7,20
0790742411,Stage Fright,"Jane Wyman, Marlene Dietrich, Michael Wilding, Richard Todd",N/A,UK,Alfred Hitchcock,"Film-Noir, Thriller",English,N/A,IMAX,APPROVED,15 Apr 1950,110 min,movie,"Whitfield Cook (screen play), Alma Reville (adaptation), Selwyn Jepson (based on the novel ""Man Running"" by)",1950,tt0042994,7.1,"10,315"
B00005JONL,Hellbent,"Dylan Fergus, Bryan Kirkwood, Hank Harris, Andrew Levitas",N/A,USA,Paul Etheredge,"Horror, Thriller",English,45,Regent Releasing,R,22 Feb 2006,84 min,movie,Paul Etheredge,2004,tt0356159,5.5,"2,072"
B000ALM4AI,Lords of Dogtown,"John Robinson, Emile Hirsch, Rebecca De Mornay, William Mapother","$11,008,432","USA, Germany",Catherine Hardwicke,"Biography, Drama, Sport","English, Spanish",56,Sony Pictures Entertainment,PG-13,03 Jun 2005,107 min,movie,Stacy Peralta,2005,tt0355702,7.1,"46,698"
B0000B1A5P,The Man Without a Past,"Markku Peltola, Kati Outinen, Juhani Niemelä, Kaija Pakarinen","$794,306","Finland, Germany, France",Aki Kaurismäki,"Comedy, Drama, Romance",Finnish,84,Sony Pictures Classics,PG-13,06 Nov 2002,97 min,movie,Aki Kaurismäki,2002,tt0311519,7.7,"18,809"
0767851668,Eye of the Beholder,"Ewan McGregor, Ashley Judd, Patrick Bergin, Geneviève Bujold",N/A,"Canada, UK, Australia",Stephan Elliott,"Drama, Mystery, Thriller",English,29,Desintation Film Dist. Corp.,R,28 Jan 2000,109 min,movie,"Marc Behm (novel), Stephan Elliott (screenplay)",1999,tt0120662,4.9,"13,707"
6303542344,Middlemarch,"Juliet Aubrey, Douglas Hodge, Robert Hardy, Peter Jeffrey",,"UK, USA",N/A,"Drama, History, Romance",English,N/A,,N/A,12 Jan 1994,375 min,series,N/A,1994,tt0108858,7.7,"1,814"
6305364443,The Jewel of the Nile,"Michael Douglas, Kathleen Turner, Danny DeVito, Spiros Focás",N/A,USA,Lewis Teague,"Action, Adventure, Comedy","English, Arabic",N/A,Twentieth Century Fox Home Entertainment,PG,11 Dec 1985,106 min,movie,"Mark Rosenthal, Lawrence Konner, Diane Thomas (characters)",1985,tt0089370,6.1,"42,682"
6302177448,The Man from Laramie,"James Stewart, Arthur Kennedy, Donald Crisp, Cathy O'Donnell",N/A,USA,Anthony Mann,"Drama, Western",English,N/A,Sony Pictures Home Entertainment,APPROVED,31 Aug 1955,103 min,movie,"Philip Yordan (screenplay), Frank Burt (screenplay), Thomas T. Flynn (Saturday Evening Post story)",1955,tt0048342,7.4,"7,565"
6300181316,Scarface,"Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio","$656,161",USA,Brian De Palma,"Crime, Drama","English, Spanish",65,Universal Films,R,09 Dec 1983,170 min,movie,Oliver Stone (screenplay by),1983,tt0086250,8.3,"596,194"
6301967496,Dangerous,"Bette Davis, Franchot Tone, Margaret Lindsay, Alison Skipworth",N/A,USA,Alfred E. Green,Drama,English,N/A,MGM Home Entertainment,APPROVED,25 Dec 1935,79 min,movie,"Laird Doyle (story), Laird Doyle (screen play)",1935,tt0026261,7.1,"2,242"
B000A7LR82,Turtles Can Fly,"Soran Ebrahim, Avaz Latif, Saddam Hossein Feysal, Hiresh Feysal Rahman","$213,047","Iran, France, Iraq",Bahman Ghobadi,"Drama, War","Kurdish, Arabic, English",85,IFC Films,PG-13,23 Feb 2005,98 min,movie,Bahman Ghobadi,2004,tt0424227,8.1,"14,811"
B000GYI340,Nightmares & Dreamscapes: From the Stories of Stephen King,"Robert Mammone, Kodi Smit-McPhee",,"Australia, USA",N/A,"Drama, Fantasy, Horror",English,N/A,,N/A,12 Jun 2006,480 min,series,N/A,2006–,tt0481452,7.0,"4,023"
B000DZ853Q,Where the Truth Lies,"Kevin Bacon, Colin Firth, Alison Lohman, David Hayman",N/A,"Canada, UK",Atom Egoyan,"Crime, Drama, Mystery","English, Cantonese",47,N/A,UNRATED,07 Oct 2005,107 min,movie,"Atom Egoyan (screenplay), Rupert Holmes (novel)",2005,tt0373450,6.5,"15,693"
6301661206,Harlem Nights,"Eddie Murphy, Richard Pryor, Redd Foxx, Danny Aiello",N/A,USA,Eddie Murphy,"Comedy, Crime, Drama",English,16,Paramount Home Video,R,17 Nov 1989,116 min,movie,Eddie Murphy,1989,tt0097481,5.9,"15,736"
B001DWNUII,Jeff Dunham's Very Special Christmas Special,"Jeff Dunham, Brian Haner",N/A,USA,Michael Simon,"Documentary, Comedy",English,N/A,Magnolia Pictures,NOT RATED,16 Nov 2008,85 min,movie,Jeff Dunham,2008,tt1295909,7.6,"2,430"
B00004Y62X,Airplane II: The Sequel,"Lloyd Bridges, Raymond Burr, Chuck Connors, Rip Torn",N/A,USA,Ken Finkleman,"Comedy, Sci-Fi",English,48,Paramount Home Video,PG,10 Dec 1982,85 min,movie,Ken Finkleman,1982,tt0083530,6.1,"40,980"
6301888898,The Adventures of Ford Fairlane,"Andrew Dice Clay, Wayne Newton, Priscilla Presley, Morris Day",N/A,USA,Renny Harlin,"Action, Adventure, Comedy",English,24,Twentieth Century Fox,R,11 Jul 1990,104 min,movie,"Daniel Waters (screenplay), James Cappe (screenplay), David Arnott (screenplay), James Cappe (story), David Arnott (story), Rex Weiner (characters)",1990,tt0098987,6.3,"15,262"
B00AIBZJ0C,The To Do List,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat","$3,400,000",USA,Maggie Carey,"Comedy, Romance","English, Sanskrit",61,CBS Films,R,26 Jul 2013,104 min,movie,Maggie Carey,2013,tt1758795,5.8,"32,237"
B00005NQGM,Bruiser,"Jason Flemyng, Peter Stormare, Leslie Hope, Nina Garbiras",N/A,"France, Canada, USA",George A. Romero,"Horror, Mystery","English, Spanish",N/A,LionsGate Entertainment,R,13 Feb 2000,99 min,movie,George A. Romero,2000,tt0212830,5.3,"4,932"
