asin,title,actors,box_office,country,director,genre,language,metascore,production,rated,released,runtime,type,writer,year,imdb_id,imdb_rating,imdb_votes
6303626475,The Old Dark House,"Boris Karloff, Melvyn Douglas, Charles Laughton, Lilian Bond",N/A,USA,James Whale,"Comedy, Horror",English,N/A,Cohen Media,TV-G,20 Oct 1932,72 min,movie,"J.B. Priestley (from the novel by), Benn W. Levy (screen play)",1932,tt0023293,7.3,"6,149"
B000LXH0AE,Stranger Than Fiction,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza","$40,137,776",USA,Marc Forster,"Comedy, Drama, Fantasy",English,67,Sony Pictures,PG-13,10 Nov 2006,113 min,movie,Zach Helm,2006,tt0420223,7.6,"197,514"
B00005JKVZ,A Walk to Remember,"Shane West, Mandy Moore, Peter Coyote, Daryl Hannah","$41,090,572",USA,Adam Shankman,"Drama, Romance",English,35,Warner Bros. Pictures,PG,25 Jan 2002,101 min,movie,"Nicholas Sparks (novel), Karen Janszen (screenplay)",2002,tt0281358,7.4,"175,812"
B00005JNEQ,Pastor Jones: The Complete First Season,"Vivica A. Fox, Sheryl Lee Ralph, Trina McGee, Paula Jai Parker",N/A,USA,Jean-Claude La Marre,Comedy,English,N/A,N/A,N/A,14 Sep 2010,N/A,movie,"Vanessa Herron, Martine Jean, Jean-Claude La Marre",2010,tt1705930,5.5,13
B00020BW4G,Touching the Void,"Brendan Mackey, Nicholas Aaron, Richard Hawking, Joe Simpson","$4,527,224","UK, USA",Kevin Macdonald,"Documentary, Adventure, Drama",English,82,IFC Films,R,12 Mar 2004,106 min,movie,"David Darlow (script writer), Joe Simpson (book)",2003,tt0379557,8.1,"29,103"
B0007PID84,The Woodsman,"Kevin Bacon, David Alan Grier, Eve, Kyra Sedgwick","$1,456,291",USA,Nicole Kassell,"Drama, Romance",English,72,Newmarket Films,R,21 Jan 2005,87 min,movie,"Steven Fechter (play), Nicole Kassell (screenplay), Steven Fechter (screenplay)",2004,tt0361127,7.2,"28,967"
630401323X,Destination Moon,"John Archer, Warner Anderson, Tom Powers, Dick Wesson",N/A,USA,Irving Pichel,"Adventure, Drama, Sci-Fi",English,N/A,Eagle-Lion,NOT RATED,01 Aug 1950,92 min,movie,"Alford Van Ronkel (written for the screen by), Robert A. Heinlein (written for the screen by), James O'Hanlon (written for the screen by), Robert A. Heinlein (from a novel by)",1950,tt0042393,6.4,"2,888"
B00005JL78,Minority Report,"Tom Cruise, Max von Sydow, Steve Harris, Neal McDonough","$132,000,000",USA,Steven Spielberg,"Action, Adventure, Crime","English, Swedish",80,Dreamworks,PG-13,21 Jun 2002,145 min,movie,"Philip K. Dick (short story), Scott Frank (screenplay), Jon Cohen (screenplay)",2002,tt0181689,7.7,"433,587"
B00007CVS4,Trouble in Paradise,"Miriam Hopkins, Kay Francis, Herbert Marshall, Charles Ruggles",N/A,USA,Ernst Lubitsch,"Comedy, Crime, Romance","English, Italian, Russian, Spanish, German",N/A,Paramount Pictures,PASSED,01 Jan 1933,83 min,movie,"Samson Raphaelson (screenplay), Grover Jones (adaptation), Aladar Laszlo (play)",1932,tt0023622,8.2,"10,437"
B00006G8J7,Malcolm in the Middle: A Stroke of Genius,N/A,,N/A,N/A,"Documentary, Biography, History",N/A,N/A,,N/A,14 Oct 2002,60 min,episode,N/A,2002,tt1090394,5.1,35
0784012644,The Return of the Pink Panther,"Peter Sellers, Christopher Plummer, Catherine Schell, Herbert Lom",N/A,"UK, USA",Blake Edwards,"Comedy, Crime, Mystery",English,N/A,United Artists,G,21 May 1975,113 min,movie,"Frank Waldman (screenplay), Blake Edwards (screenplay)",1975,tt0072081,7.1,"21,079"
B00005JMW7,Along Came Polly,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing","$87,856,565",USA,John Hamburg,"Comedy, Romance","English, Spanish",44,Universal Pictures,PG-13,16 Jan 2004,90 min,movie,John Hamburg,2004,tt0343135,5.9,"112,165"
0783229747,One True Thing,"Meryl Streep, Renée Zellweger, William Hurt, Tom Everett Scott",N/A,USA,Carl Franklin,Drama,"English, Portuguese",63,Universal,R,18 Sep 1998,127 min,movie,"Anna Quindlen (novel), Karen Croner (screenplay)",1998,tt0120776,7.0,"9,973"
B0009OL7Z4,The Wedding Date,"Debra Messing, Dermot Mulroney, Amy Adams, Jack Davenport","$32,000,000",USA,Clare Kilner,"Comedy, Romance",English,32,Universal Pictures,PG-13,04 Feb 2005,90 min,movie,"Elizabeth Young (book), Dana Fox (screenplay)",2005,tt0372532,6.1,"41,805"
B00275EHJG,Toy Story 3,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty","$414,984,497",USA,Lee Unkrich,"Animation, Adventure, Comedy","English, Spanish",92,Walt Disney Pictures,G,18 Jun 2010,103 min,movie,"John Lasseter (story by), Andrew Stanton (story by), Lee Unkrich (story by), Michael Arndt (screenplay by)",2010,tt0435761,8.3,"609,622"
