title,asin,year,vfx,genres,runtimes,production_companies,rating,votes,directors
Shutter,B0019X3YWS,2004,True,"['Horror', 'Mystery', 'Thriller']",97,"['GMM Pictures Co.', 'Phenomena']",7.1,34616.0,"['Banjong Pisanthanakun', 'Parkpoom Wongpoom']"
The Lord of the Rings: The Return of the King,B00005JKZY,2003,True,"['Adventure', 'Drama', 'Fantasy']",201,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",8.9,1345423.0,['Peter Jackson']
Silent House,B007L6VP8W,2011,True,"['Drama', 'Horror', 'Mystery', 'Thriller']",86,"['Elle Driver', 'Tazora Films']",5.3,19707.0,"['Chris Kentis', 'Laura Lau']"
Richard III,0792844041,1995,True,"['Drama', 'Sci-Fi', 'War']",110,"['Mayfair Entertainment International', 'British Screen Productions', 'Bayly/Paré Productions', 'United Artists Pictures', 'First Look International']",7.5,12288.0,['Richard Loncraine']
Scary Movie 3,B0001AW0HU,2003,True,"['Comedy', 'Horror']",84,"['Dimension Films', 'Brad Grey Pictures']",5.5,119888.0,['David Zucker']
Jackie Brown,6305006598,1997,True,"['Crime', 'Drama', 'Thriller']",154,"['Miramax', 'A Band Apart', 'Lawrence Bender Productions', 'Mighty Mighty Afrodite Productions']",7.5,260134.0,['Quentin Tarantino']
The Roaring Twenties,0792841034,1939,True,"['Action', 'Crime', 'Drama', 'Film-Noir', 'Thriller']",106::(Turner library print),['Warner Bros.'],7.9,10341.0,['Raoul Walsh']
Along Came a Spider,B00003CXUX,2001,True,"['Drama', 'Thriller']",104,"['Paramount Pictures', 'David Brown Productions', 'Phase 1 Productions', 'Revelations Entertainment', 'Munich Film Partners & Company']",6.3,63347.0,['Lee Tamahori']
Mallrats,6303964745,1995,True,"['Comedy', 'Romance']",94,"['Gramercy Pictures (I)', 'Alphaville Films', 'View Askew Productions']",7.2,104037.0,['Kevin Smith']
Unfaithful,B00006RCNY,2002,True,"['Drama', 'Thriller']",124,"['Fox 2000 Pictures', 'Regency Enterprises', 'Epsilon Motion Pictures', 'Unfaithful Filmproduktion GmbH & Co. KG']",6.7,68335.0,['Adrian Lyne']
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,B000MMMT9G,2006,False,['Comedy'],84,"['Four by Two', 'Everyman Pictures', 'Dune Entertainment', 'Major Studio Partners', 'One America', 'Four by Two Films']",7.3,314819.0,['Larry Charles']
The Colony,B00DMEBXDE,2013,True,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",95,"['Alcina Pictures', 'Item 7', 'Mad Samurai Productions', '120dB Films', 'Sierra / Affinity', 'RLJ Entertainment']",5.3,38004.0,['Jeff Renfroe']
The Revenge of Frankenstein,6303637469,1958,False,['Horror'],90,"['Columbia Pictures', 'Hammer Films']",6.9,3557.0,['Terence Fisher']
Suspect Zero,B0007NFLO0,2004,True,"['Crime', 'Drama', 'Mystery', 'Thriller']",USA:99,"['Paramount Pictures', 'Intermedia Films', 'Lakeshore Entertainment', 'Cruise/Wagner Productions', 'IM Filmproduktions und Vertriebs GmbH and Co. KG']",5.9,17251.0,['E. Elias Merhige']
Meteor,0792843606,1979,True,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",108,"['American International Pictures', 'Meteor Joint Venture', 'Palladium Productions', 'Shaw Brothers']",4.9,5693.0,['Ronald Neame']
Flight,B00AF6B22E,2012,True,"['Drama', 'Thriller']",138,"['Paramount Pictures', 'ImageMovers', 'Parkes+MacDonald Image Nation']",7.3,283008.0,['Robert Zemeckis']
Speed 2: Cruise Control,0793961009,1997,True,"['Action', 'Adventure', 'Crime', 'Romance', 'Thriller']",121,"['Blue Tulip Productions', 'Twentieth Century Fox']",3.8,64597.0,['Jan de Bont']
MacGruber,B002ZG98B4,2010,True,"['Action', 'Comedy', 'Romance']",90,"['Broadway Video', 'Michaels-Goldwyn', 'Relativity Media']",5.5,37918.0,['Jorma Taccone']
Stargate,6303398480,1994,True,"['Action', 'Adventure', 'Sci-Fi']",116,"['Canal+', 'Centropolis Film Productions', 'Carolco Pictures']",7.1,157281.0,['Roland Emmerich']
42,B009NNM9OA,2013,True,"['Biography', 'Drama', 'Sport']",128,"['Warner Bros.', 'Legendary Entertainment']",7.5,71795.0,['Brian Helgeland']
Nixon,6304078110,1995,True,"['Biography', 'Drama', 'History']",192,"['Cinergi Pictures Entertainment', 'Hollywood Pictures', 'Illusion Entertainment']",7.1,25565.0,['Oliver Stone']
Just Go with It,B003Y5H524,2011,True,"['Comedy', 'Romance']",117,"['Columbia Pictures', 'Happy Madison Productions']",6.4,187198.0,['Dennis Dugan']
Mulberry Street,B000YDOOEG,1990,False,['Comedy'],,['Columbia Broadcasting System'],5.0,5.0,['Ellen Gittelsohn']
Ginger Snaps Back: The Beginning,B0002I84DA,2004,True,"['Drama', 'Horror']",94,"['49 Films', 'Combustion', 'Lions Gate Films', 'Copperheart Entertainment']",5.9,8808.0,['Grant Harvey']
Obsessed,B002CAWNDS,2009,True,"['Drama', 'Romance', 'Thriller']",108,"['Screen Gems', 'Rainforest Films']",4.9,24750.0,['Steve Shill']
Titanic,6303396623,1997,True,"['Drama', 'Romance']",194,"['Twentieth Century Fox', 'Paramount Pictures', 'Lightstorm Entertainment']",7.8,870571.0,['James Cameron']
The Rage: Carrie 2,0792842960,1999,True,"['Horror', 'Sci-Fi', 'Thriller']",104,"['United Artists', 'Red Bank Films']",4.6,13784.0,"['Katt Shea', 'Robert Mandel']"
The Phantom,6304438230,1996,True,"['Action', 'Adventure', 'Comedy', 'Fantasy']",100,"['Paramount Pictures', 'Ladd Company, The', 'Boam Productions', 'Robert Evans Company', 'Village Roadshow Pictures']",4.9,29053.0,['Simon Wincer']
Heavy Metal,0767836316,1981,False,"['Animation', 'Adventure', 'Fantasy', 'Sci-Fi']",86,"['Columbia Pictures Corporation', 'Guardian Trust Company', 'Canadian Film Development Corporation', 'Famous Players']",6.7,25904.0,"['Gerald Potterton', 'John Bruno', 'John Halas', 'Julian Harris', 'Jimmy T. Murakami', 'Barrie Nelson', 'Paul Sabella', 'Jack Stokes', 'Pino Van Lamsweerde', 'Harold Whitaker']"
The Sentinel,B00000JZHF,2006,True,"['Action', 'Crime', 'Thriller']",108,"['Twentieth Century Fox', 'Regency Enterprises', 'Epsilon Motion Pictures', 'Furthur Films', 'New Regency Pictures', 'Dune Entertainment', 'Major Studio Partners', 'Sentinel Productions']",6.1,44124.0,['Clark Johnson']
The Ice Harvest,B000DZ7YN8,2005,True,"['Comedy', 'Crime', 'Drama', 'Thriller']",USA:92,"['Focus Features', 'Bona Fide Productions']",6.3,21581.0,['Harold Ramis']
The Grifters,6304981643,1990,False,"['Crime', 'Drama', 'Thriller']",110,['Cineplex-Odeon Films'],7.0,22137.0,['Stephen Frears']
Lucía y el sexo,B0000844I4,2001,True,"['Drama', 'Romance']",128,"['Alicia Produce', 'Canal+ España', 'Sogecine', 'Sogepaq', 'StudioCanal', 'Televisión Española']",7.2,31330.0,['Julio Medem']
A Tree Grows in Brooklyn,6301773586,1945,True,"['Drama', 'Romance']",129,['Twentieth Century Fox'],8.1,5992.0,['Elia Kazan']
Across the Universe,B000ZBEOF6,2007,True,"['Drama', 'Fantasy', 'Musical', 'Romance']",133,"['Revolution Studios', 'Gross Entertainment', 'Team Todd', 'Sound Film']",7.4,97040.0,['Julie Taymor']
The Last Dragon,B000006GSJ,1985,True,"['Action', 'Comedy', 'Drama', 'Music']",109,"['Delphi III Productions', 'Motown Productions']",6.9,10318.0,['Michael Schultz']
Ultimo tango a Parigi,0792838343,1972,False,"['Drama', 'Romance']",129,"['Les Productions Artistes Associés', 'Produzioni Europee Associate (PEA)']",7.1,40645.0,['Bernardo Bertolucci']
The Apartment,6304308388,1960,True,"['Comedy', 'Drama', 'Romance']",125,"['Mirisch Corporation, The']",8.3,124086.0,['Billy Wilder']
Meet the Parents,B00003CXO0,2000,True,"['Comedy', 'Romance']",108,"['Universal Pictures', 'DreamWorks', 'Nancy Tenenbaum Films', 'Tribeca Productions']",7.0,277102.0,['Jay Roach']
Hollywoodland,B00005JP90,2006,True,"['Biography', 'Crime', 'Drama', 'History', 'Mystery', 'Romance', 'Thriller']",126,"['Focus Features', 'Miramax', 'Back Lot Pictures', 'TJ Film Productions']",6.5,30426.0,['Allen Coulter']
Back to the Future,6300184234,1985,True,"['Adventure', 'Comedy', 'Sci-Fi']",116,"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']",8.5,826726.0,['Robert Zemeckis']
The Last Exorcism Part II,B00AIBZKV0,2013,True,"['Drama', 'Horror', 'Thriller']",88,"['StudioCanal', 'Strike Entertainment', 'Anton Capital Entertainment (ACE)', 'Arcade Pictures']",4.0,14376.0,['Ed Gass-Donnelly']
Savages,B005LAII94,2012,True,"['Crime', 'Drama', 'Thriller']",131,"['Ixtlan', 'Onda Entertainment', 'Relativity Media']",6.5,109935.0,['Oliver Stone']
Bring It On,B00003CXMO,2000,False,"['Comedy', 'Romance', 'Sport']",98,"['Beacon Communications', 'Beacon Pictures']",6.0,75142.0,['Peyton Reed']
The Importance of Being Earnest,0792844629,2002,True,"['Comedy', 'Drama', 'Romance']",97,"['Miramax', 'Ealing Studios', 'Film Council', 'Newmarket Capital Group', 'Fragile Films']",6.9,20005.0,['Oliver Parker']
