title,asin,year,vfx,genres,runtimes,production_companies,rating,votes,directors
Murder at 1600,0790732149,1997,True,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",107,"['Warner Bros.', 'Regency Enterprises', '1600 Limited Partnership', 'Kopelson Entertainment']",6.1,25106.0,['Dwight H. Little']
Heartbreak Ridge,0790751186,1986,True,"['Action', 'Comedy', 'Drama', 'War']",130,"['Jay Weston Productions', 'Malpaso Company, The']",6.8,33242.0,['Clint Eastwood']
Funny Games,1572524138,2007,False,"['Crime', 'Drama', 'Horror', 'Thriller']",111,"['Celluloid Dreams', 'Halcyon Pictures', 'Tartan Films', 'X-Filme Creative Pool', 'Lucky Red', 'Kinematograf', 'Belladonna Productions', 'Serenity Film', 'Warner Independent Pictures (WIP)']",6.5,76861.0,['Michael Haneke']
Tom yum goong,B000I0RNWU,2005,False,"['Action', 'Crime', 'Drama', 'Thriller']",83::(theatrical version),"['Sahamongkolfilm Co.', 'TF1 International', 'Baa-Ram-Ewe', 'Golden Network']",7.1,31910.0,['Prachya Pinkaew']
Fallen Angel,B0001GNJEC,1945,False,"['Crime', 'Film-Noir', 'Mystery', 'Romance']",98,['Twentieth Century Fox'],7.2,3544.0,['Otto Preminger']
Death Wish V: The Face of Death,6303092306,1994,True,"['Action', 'Crime', 'Drama', 'Thriller']",95,"['21st Century Films', 'Death Wish 5 Productions']",4.8,5393.0,['Allan A. Goldstein']
The Animal,B00005OCJP,2001,True,"['Comedy', 'Sci-Fi']",84,"['Revolution Studios', 'Happy Madison Productions']",4.8,50505.0,['Luke Greenfield']
The Women,6304056958,2008,False,"['Comedy', 'Drama']",114,"['Picturehouse', 'Scion Films', 'Inferno Distribution', 'Jagged Films', 'New Line Cinema', 'Shukovsky English Entertainment']",4.9,17954.0,['Diane English']
The Trip,B004NJR4EO,2010,False,"['Comedy', 'Drama']",112,"['Baby Cow Productions', 'British Broadcasting Corporation', 'Revolution Films']",7.0,19031.0,['Michael Winterbottom']
Father of the Bride,6302409829,1991,True,"['Comedy', 'Family', 'Romance']",105,"['Touchstone Pictures', 'Touchwood Pacific Partners 1', 'Sandollar Productions']",6.5,58983.0,['Charles Shyer']
Heisei tanuki gassen ponpoko,B0009MAO3W,1994,False,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",119,"['Hakuhodo', 'Nippon Television Network', 'Studio Ghibli', 'Tokuma Shoten']",7.4,16814.0,['Isao Takahata']
Ruby Sparks,B008220BA2,2012,False,"['Comedy', 'Drama', 'Fantasy', 'Romance']",USA:104,"['Fox Searchlight Pictures', 'Bona Fide Productions']",7.2,85835.0,"['Jonathan Dayton', 'Valerie Faris']"
The Brown Bunny,B0009VRHLK,2003,False,['Drama'],93,"['Gray Daisy Films', 'Kinetique', 'Vincent Gallo Productions']",5.0,12233.0,['Vincent Gallo']
Smallville: The Complete Series Retrospective,B000BPL2EM,2011,False,['Documentary'],USA:100,,8.4,22.0,
The Dukes of Hazzard/Saint Ralph/Broken Flowers,B0001WTWXI,2006,False,['News'],,"['Hollywood 1-2-3 Inc.', 'ZAP Entertainment']",,,
Bill Cosby: Himself,6302428122,1983,False,"['Documentary', 'Comedy']",105,"['Bill Cosby', 'Jemmin Inc.']",8.2,3213.0,['Bill Cosby']
Pastor Jones: The Complete First Season,1415707138,2010,False,['Comedy'],,['Nu-Lite Entertainment'],5.2,14.0,['Jean-Claude La Marre']
Hilary and Jackie,6305447233,1998,True,"['Biography', 'Drama', 'Music']",121,"['Arts Council of England', 'British Screen Productions', 'Channel Four Films', 'Intermedia Films', 'The Oxford Film Company']",7.4,9000.0,['Anand Tucker']
Friday After Next,B00005JLQT,2002,True,"['Comedy', 'Drama']",85,"['Avery Pix', 'Cube Vision', 'New Line Cinema']",5.8,21460.0,['Marcus Raboy']
Hellfighters,0783230478,1968,True,"['Action', 'Adventure', 'Drama', 'Romance']",121,['Universal Pictures'],6.6,4278.0,['Andrew V. McLaglen']
The Weight of Water,B0000844LS,2000,True,"['Crime', 'Drama', 'Mystery', 'Thriller']",Russia:113,"['StudioCanal', 'Manifest Film Company', 'Palomar Pictures', 'Miracle Pictures', 'Imagex', 'Nova Scotia Film Industry Tax Credit']",5.9,8036.0,['Kathryn Bigelow']
The Aristocrats,B000C3L2NE,2005,False,"['Documentary', 'Comedy']",89,['Mighty Cheese Productions'],6.4,15355.0,['Paul Provenza']
Blue Crush,B00005JLH0,2002,True,"['Drama', 'Romance', 'Sport']",104,"['Universal Pictures', 'Imagine Entertainment', 'Mikona Productions GmbH & Co. KG', 'Shutt/Jones Productions']",5.6,27306.0,['John Stockwell']
Legion,B0021L8V34,2010,True,"['Action', 'Fantasy', 'Horror']",100,['Bold Films'],5.2,86275.0,['Scott Stewart']
The Shootist,0792108868,1976,True,"['Drama', 'Romance', 'Western']",100,"['Paramount Pictures', 'Dino De Laurentiis Company']",7.7,18542.0,['Don Siegel']
Altered,B000JLQPYU,2006,True,"['Horror', 'Sci-Fi', 'Thriller']",88,"['Rogue Pictures', 'Haxan Films']",5.7,9242.0,['Eduardo Sánchez']
Sometimes in April,B0007R4SYU,2005,True,"['Drama', 'History', 'War']",140,"['CINEFACTO', 'HBO Films', 'Velvet Film', 'thinkfilm']",7.9,4252.0,['Raoul Peck']
Dead and Breakfast,B000A3DGEY,2010,False,"['Short', 'Comedy', 'Family', 'Romance']",15,"['Florida State University College of Motion Picture, Television, and Recording Arts']",8.1,9.0,['Chris Holcomb']
Accepted,B000IZJZIU,2006,True,['Comedy'],93,"['Universal Pictures', 'Shady Acres Entertainment']",6.5,111308.0,['Steve Pink']
Seed,B001AZIRYU,2006,True,['Horror'],90,"['Pitchblack Pictures', 'Boll Kino Beteiligungs GmbH & Co. KG', 'Seed Productions']",3.0,6215.0,['Uwe Boll']
Mighty Ducks,6302705517,1996,False,"['Animation', 'Action', 'Comedy', 'Family', 'Sci-Fi', 'Sport']",USA:30::(26 episodes),"['Buena Vista Television', 'Disney Television Animation', 'Helium Productions']",6.5,922.0,"['Doug Murphy', 'Blair Peters', 'Joe Barruso', 'Shunji Ôga']"
Butterflies Are Free,6302869919,1972,False,"['Comedy', 'Drama', 'Music', 'Romance']",109,['Frankovich Productions'],7.3,3789.0,['Milton Katselas']
Six Degrees of Separation,0792838327,1993,False,"['Comedy', 'Drama', 'Mystery']",112,"['Metro-Goldwyn-Mayer (MGM)', 'Maiden Movies', 'New Regency Pictures']",6.9,17522.0,['Fred Schepisi']
Lonely Hearts,B000QGEB1M,2006,True,"['Crime', 'Drama', 'Romance', 'Thriller']",108,"['Millennium Films', 'Emmett/Furla/Oasis Films (EFO Films)', 'Equity Pictures Medienfonds GmbH & Co. KG III', 'Holly Wiersma Productions', 'Lonely Hearts Productions', 'Nu Image Entertainment GmbH']",6.5,18534.0,['Todd Robinson']
Dentist,1573623245,2005,False,"['Animation', 'Short']",USA:10::(original version),,6.5,39.0,['Signe Baumane']
The Road to El Dorado,B00003CXG6,2000,True,"['Animation', 'Adventure', 'Comedy', 'Family', 'Romance']",89,"['DreamWorks Animation', 'DreamWorks', 'Stardust Pictures']",6.9,66752.0,"['Bibo Bergeron', 'Don Paul', 'Jeffrey Katzenberg']"
Rush: Beyond the Lighted Stage,B003J27WFW,2010,False,"['Documentary', 'Biography', 'Music']",107,['Banger Films'],8.5,3321.0,"['Sam Dunn', 'Scot McFadyen']"
Carnal Knowledge,6300147355,1971,False,['Drama'],98,['Embassy Pictures'],7.0,9275.0,['Mike Nichols']
Pork Chop Hill,0792837959,1959,True,"['War', 'Drama', 'Action']",97,['Melville Productions'],7.1,3549.0,['Lewis Milestone']
Yogi Bear,B002ZG99WW,2010,True,"['Animation', 'Adventure', 'Comedy', 'Family']",USA:80,"['Warner Bros.', 'Sunswept Entertainment', 'De Line Pictures', 'Rhythm & Hues Studios', 'Picnic Basket']",4.6,17654.0,['Eric Brevig']
Playing by Heart,6305470464,1998,True,"['Comedy', 'Drama', 'Romance']",121,"['Hyperion Pictures', 'Intermedia Films', 'Miramax', 'Morpheus']",7.2,17202.0,['Willard Carroll']
Kelly's Heroes,0790752387,1970,True,"['Adventure', 'Comedy', 'War']",144,"['Metro-Goldwyn-Mayer (MGM)', 'Katzka-Loeb', 'Avala Film', 'Warriors Company, The']",7.7,38031.0,['Brian G. Hutton']
Drive Thru,B000O5B4CO,2007,True,"['Comedy', 'Horror']",83,"['Armada Pictures', 'Lions Gate Films', 'Prospect Pictures']",4.6,3526.0,"['Brendan Cowles', 'Shane Kuhn']"
The Tournament,B002FOFX9C,2009,True,"['Action', 'Thriller']",95,"['Mann Made Films', 'Sherazade Film Development', 'Storitel']",6.1,31981.0,['Scott Mann']
North to Alaska,6301805518,1960,True,"['Comedy', 'Romance', 'Western']",122,['Twentieth Century Fox'],7.0,5669.0,['Henry Hathaway']
The Mission,630027120X,1986,True,"['Adventure', 'Drama', 'History']",125,"['Warner Bros.', 'Goldcrest Films International', 'Kingsmere Productions Ltd.', 'Enigma Productions', 'AMLF']",7.5,47995.0,['Roland Joffé']
Girlfight,B00003CXNX,2000,False,"['Drama', 'Sport']",110,"['Green/Renzi', 'Independent Film Channel']",6.8,8558.0,['Karyn Kusama']
'Breaker' Morant,1572521775,1980,True,"['Drama', 'History', 'War']",107,"['South Australian Film Corporation, The', 'Australian Film Commission, The', '7 Network', 'Pact Productions']",7.9,10693.0,['Bruce Beresford']
Uncommon Valor,6300214478,1983,True,"['Action', 'Drama', 'Thriller', 'War']",105,"['Paramount Pictures', 'Milius-Feitshans']",6.4,7605.0,['Ted Kotcheff']
Silent Hill: Revelation,B00A2H9L2E,2012,True,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller']",95,"['Davis-Films', 'Dynamic Effects Canada', 'Konami', 'Silent Hill 2 DCP']",5.0,53580.0,['Michael J. Bassett']
Revenge of the Creature,0783245157,1955,False,"['Horror', 'Sci-Fi']",82,['Universal International Pictures'],5.6,4280.0,['Jack Arnold']
House of the Dead 2,B000E5N69S,2005,True,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",95,"['Lions Gate Films', 'Mindfire Entertainment', 'Lions Gate Films']",3.8,5077.0,['Michael Hurst']
At the Earth's Core,630391750X,1976,True,"['Adventure', 'Fantasy']",89,"['American International Pictures (AIP)', 'Amicus Productions', 'Burroughs Productions Inc.']",5.2,3329.0,['Kevin Connor']
"Lights, Camera, Creeper: Making 'Jeepers Creepers 2'",B0000E2R6O,2003,False,"['Documentary', 'Short']",USA:40,['MGM Home Entertainment'],6.7,24.0,['Greg Carson']
Aleksandr Nevskiy,6301816218,1938,True,"['Action', 'Biography', 'Drama', 'History', 'War']",112,['Mosfilm'],7.7,8860.0,"['Sergei M. Eisenstein', 'Dmitriy Vasilev']"
Jagged Edge,0767821742,1985,True,"['Drama', 'Mystery', 'Thriller']",108,"['Columbia Pictures Corporation', 'Delphi IV Productions']",6.5,11219.0,['Richard Marquand']
The Egg and I,630310374X,1947,False,"['Animation', 'Comedy', 'Romance']",108,['Universal International Pictures'],7.2,1862.0,['Chester Erskine']
Big Fat Liar,B000069HZN,2002,True,"['Adventure', 'Comedy', 'Family']",88,"['Paramount Pictures', 'Tollin/Robbins Productions', 'Mediastream Zweite Film GmbH & Co. Productions KG', 'Universal Pictures']",5.4,30761.0,['Shawn Levy']
Endeavour,B006ZL84EW,2012,True,"['Crime', 'Drama', 'Mystery']",89,"['Mammoth Screen', 'Masterpiece', 'ITV Studios']",8.6,9932.0,"['Colm McCarthy', 'Geoffrey Sax', 'Andy Wilson']"
Three to Tango,0790748754,1999,True,"['Comedy', 'Romance']",98,"['Warner Bros.', 'Village Roadshow Pictures', 'Hoyts Distribution', 'Outlaw Productions']",6.1,16966.0,['Damon Santostefano']
Ted Bundy: Natural Porn Killer,B00006HAWV,2006,False,['Documentary'],UK:60::(including commercials),['World of Wonder'],7.3,58.0,['Sascha Olofson']
The Queen of Versailles,B0087IT80A,2012,False,['Documentary'],USA:100,"['Evergreen Pictures', 'BBC Storyville', 'Impact Partners', 'Candescent Films', 'Plus Pictures', 'Danmarks Radio', 'Vrijzinnig Protestantse Radio Omroep']",7.1,11376.0,['Lauren Greenfield']
Screamers,0767810880,1995,True,"['Sci-Fi', 'Thriller']",108,"['Triumph Films', 'Fuji Eight Company Ltd.', 'Fries Film Group', 'Allegro Films', 'Movie Network, The', 'Super Écran']",6.4,21749.0,['Christian Duguay']
Friends with Money,B00005JP28,2006,False,"['Comedy', 'Drama', 'Romance']",88,['This Is That Productions'],5.8,21223.0,['Nicole Holofcener']
An American Werewolf in Paris,155890848X,1997,True,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",105,"['Hollywood Pictures', 'J&M Entertainment', 'Cometstone Pictures', 'Stonewood Communications', 'Avrora Media', 'Delux Productions', 'Président Films', 'Propaganda Films', 'Cometstone Productions']",5.1,20389.0,['Anthony Waller']
High Road to China,6300270025,1983,True,"['Adventure', 'Drama', 'Romance', 'War']",105,"['City Films', 'Golden Harvest Company', 'Jadran Film', 'Pan Pacific Productions']",6.0,4213.0,['Brian G. Hutton']
Delivery Man,B00GEKO51U,2013,True,"['Comedy', 'Drama']",105,"['Touchstone Pictures', 'DreamWorks', 'Reliance Entertainment']",6.4,65667.0,['Ken Scott']
Superman Serials: The Complete 1948 & 1950 Theatrical Serials Collection,B000I8OM94,1948,False,,,,6.9,19.0,
Mame,6300268853,1974,False,['Musical'],132,"['American Broadcasting Company', 'Warner Bros.']",6.0,2209.0,['Gene Saks']
American Gothic,6301058283,1995,True,"['Drama', 'Horror', 'Thriller']",60::(22 episodes),"['Columbia Broadcasting System', 'Renaissance Pictures', 'Universal Television']",8.2,3534.0,"['Lou Antonio', 'Michael Nankin', 'Doug Lefler', 'Oz Scott', 'James Frawley', 'Michael Lange', 'Mike Binder', 'Mel Damski', 'Bruce Seth Green', 'Elodie Keene', 'Nick Marck']"
Nicholas and Alexandra,0767827775,1971,True,"['Biography', 'Drama', 'History', 'War']",183,['Horizon Pictures (II)'],7.3,3661.0,['Franklin J. Schaffner']
A Perfect Getaway,B002UJIY70,2009,True,"['Adventure', 'Mystery', 'Thriller']",98,"['Rogue', 'Relativity Media', 'QED International', 'Davis Entertainment', 'Tucker Tooley Entertainment']",6.5,60012.0,['David Twohy']
Les choristes,B0007NMJPO,2004,True,"['Drama', 'Music']",97,"['Vega Film', 'Banque Populaire Images 4', 'CP Medien AG', 'Canal+', 'Centre National de la Cinématographie', 'Dan Valley Film AG', 'France 2 Cinéma', 'Galatée Films', 'Novo Arturo Films', 'Pathé Renn Productions', 'Procirep']",7.9,48319.0,['Christophe Barratier']
The Unborn,B0026LQM2Q,2009,True,"['Drama', 'Horror', 'Mystery', 'Thriller']",88,"['Rogue Pictures', 'Platinum Dunes', 'Phantom Four', 'Relativity Media']",4.8,44523.0,['David S. Goyer']
The Minus Man,6305770174,1999,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",111,"['Shooting Gallery', 'Fida Attieh Productions']",6.2,5789.0,['Hampton Fancher']
Flicka,B00005JOTJ,2006,True,"['Adventure', 'Drama', 'Family']",95,"['Fox 2000 Pictures', 'Zucker-Netter Productions', 'Twentieth Century Fox']",6.2,6531.0,['Michael Mayer']
Hell Night,B00000JLWR,1981,True,"['Horror', 'Thriller']",101,"['BLT Productions', 'Media Home Entertainment']",5.8,4506.0,['Tom DeSimone']
From Justin to Kelly,B00005JM9N,2003,True,"['Comedy', 'Musical', 'Romance']",81,['19 Entertainment'],2.1,24022.0,['Robert Iscove']
The Crocodile Hunter: Collision Course,B00006SFKN,2002,True,"['Action', 'Adventure', 'Comedy', 'Family']",90,"['Metro-Goldwyn-Mayer (MGM)', 'Best Picture Show Company, The', 'Cheyenne Enterprises', 'Animal Planet', 'Discovery Channel Pictures', 'J&M Entertainment', 'Winchester Films']",5.4,5866.0,['John Stainton']
Il gatto a nove code,B000059PP3,1971,False,"['Horror', 'Mystery', 'Thriller']",Spain:110,"['Seda Spettacoli', 'Terra-Filmkunst', 'Labrador Films']",6.7,7359.0,['Dario Argento']
Roxanne,0767818105,1987,True,"['Comedy', 'Romance']",107,"['Columbia Pictures Industries', 'IndieProd Company Productions', 'L.A. Films']",6.6,35035.0,['Fred Schepisi']
Bee Season,B000E6ES8U,2005,True,['Drama'],104,"['Bee Season Productions Inc.', 'Fox Searchlight Pictures', 'Bona Fide Productions', 'i5 Films', 'Epsilon Motion Pictures', 'Fox Searchlab', 'Merkel Verwaltungsgesellschaft Filmproduktions', 'Regency Enterprises']",5.5,6195.0,"['Scott McGehee', 'David Siegel']"
Kaijûtô no kessen: Gojira no musuko,B0000039LT,1967,True,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",USA:84,['Toho Company'],5.2,2642.0,['Jun Fukuda']
Quest for Camelot,6305093016,1998,True,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",86,"['Warner Bros.', 'Warner Bros. Feature Animation']",6.3,12300.0,['Frederik Du Chau']
Suicide Kings,0784011516,1997,True,"['Comedy', 'Drama', 'Mystery', 'Thriller', 'Crime']",106,"['Live Entertainment', 'Dinamo Entertainment', ""Eyes 'n Rice"", 'Live Film', 'Mediaworks']",7.0,23599.0,"[""Peter O'Fallon""]"
An Innocent Man,B00008978T,1989,True,"['Action', 'Crime', 'Drama', 'Thriller']",113,"['Interscope Communications', 'Silver Screen Partners IV', 'Touchstone Pictures']",6.4,5148.0,['Peter Yates']
Guess Who's Coming to Dinner,0767825616,1967,True,"['Comedy', 'Drama']",108,['Columbia Pictures Corporation'],7.8,31976.0,['Stanley Kramer']
House at the End of the Street,B005LAIHCW,2012,True,"['Drama', 'Horror', 'Thriller']",101,"['Relativity Media', 'FilmNation Entertainment', 'A Bigger Boat']",5.6,62681.0,['Mark Tonderai']
P.S.,B0006TL806,2004,False,"['Comedy', 'Drama', 'Fantasy', 'Romance']",97,"['Hart-Sharp Entertainment', 'Fortissimo Films']",6.2,5356.0,['Dylan Kidd']
How to Steal a Million,6303631851,1966,False,"['Comedy', 'Crime', 'Romance']",123,['World Wide Productions'],7.6,19881.0,['William Wyler']
The Living and the Dead,B0011B9W6U,2016,True,"['Drama', 'Horror', 'Thriller']",60,"['BBC Cymru Wales', 'Monastic Productions', 'BBC America', 'Lookout Point Ltd.']",7.5,2344.0,"['Samuel Donovan', 'Alice Troughton']"
Michael,0780618068,1996,True,"['Comedy', 'Drama', 'Fantasy']",105,"['Turner Pictures (I)', 'Alphaville Films']",5.7,36611.0,['Nora Ephron']
The Counterfeit Traitor,6302477425,1962,False,"['Drama', 'Thriller', 'War']",140,['Perlberg-Seaton Productions'],7.6,1941.0,['George Seaton']
Killing Me Softly,B00008972O,2002,True,"['Drama', 'Mystery', 'Romance', 'Thriller']",100,"['Metro-Goldwyn-Mayer (MGM)', 'Montecito Picture Company, The', 'Noelle Entertainment Limited']",5.5,15287.0,['Kaige Chen']
Salmon Fishing in the Yemen,B0067EKY7M,2011,True,"['Comedy', 'Drama', 'Romance']",107,"['UK Film Council', 'BBC Films', 'CBS Films', 'Lionsgate', 'Kudos Film and Television', 'Davis Films', 'Shine Pictures']",6.8,55250.0,['Lasse Hallström']
The Jungle Book 2,B00008Y47S,2003,True,"['Animation', 'Adventure', 'Family', 'Musical']",72,"['Disney Television Animation', 'Disneytoon Studios', 'Walt Disney Animation Australia', 'Walt Disney Pictures']",5.4,12630.0,['Steve Trenbirth']
The Four Feathers,0792844602,2002,True,"['Adventure', 'Drama', 'Romance', 'War']",132,"['Paramount Pictures', 'Miramax', 'Jaffilms', 'Belhaven Limited', 'Blinding Edge Pictures', 'Dune Films', 'Marty Katz Productions']",6.5,29673.0,['Shekhar Kapur']
The Pink Panther Strikes Again,0792834852,1976,True,"['Comedy', 'Crime']",103,['Amjo Productions'],7.3,23767.0,['Blake Edwards']
Barney's Version,B004G8QO6Q,2010,True,"['Comedy', 'Drama']",134,"['Serendipity Point Films', 'Fandango', 'Lyla Films', 'Harold Greenberg Fund, The', 'Optix Digital Pictures', 'Telefilm Canada']",7.3,22118.0,['Richard J. Lewis']
The Namesake,B00005JP60,2006,True,['Drama'],122,"['Fox Searchlight Pictures', 'Cine Mosaic', 'Entertainment Farm', 'Mirabai Films', 'UTV Motion Pictures']",7.6,17408.0,['Mira Nair']
The Odd Couple,6300216233,1968,False,['Comedy'],105,['Paramount Pictures'],7.7,26966.0,['Gene Saks']
Feast II: Sloppy Seconds,B001CDFY64,2008,True,"['Action', 'Comedy', 'Horror', 'Thriller']",100,"['Dimension Extreme', 'Neo Art & Logic', 'LivePlanet']",5.2,6892.0,['John Gulager']
Silver Bullet,6300214664,1985,True,['Horror'],95,"['Dino De Laurentiis Company', 'Famous Films', 'International Film Corporation']",6.4,18719.0,['Daniel Attias']
Four Rooms,6304078145,1995,True,['Comedy'],98,"['Miramax', 'A Band Apart']",6.7,84468.0,"['Allison Anders', 'Alexandre Rockwell', 'Robert Rodriguez', 'Quentin Tarantino']"
Blue Thunder,0767817648,1983,True,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",109,"['Columbia Pictures Corporation', 'Rastar Pictures']",6.4,13506.0,['John Badham']
The Curse of the Cat People,B000A0GOF0,1944,False,['Drama'],70,['RKO Radio Pictures'],7.0,4541.0,"['Gunther von Fritsch', 'Robert Wise']"
Superman: The Animated Series,B0002ZMHX6,2011,False,['Comedy'],19,"['Channel Awesome', 'That Guy With the Glasses']",7.7,59.0,['Doug Walker']
Almost Heroes,B00000EZRQ,1998,True,"['Adventure', 'Comedy', 'Western']",90,"['Turner Pictures', 'DiNovi Pictures']",5.8,13834.0,['Christopher Guest']
Jumpin' Jack Flash,6303394035,1986,True,"['Comedy', 'Romance', 'Thriller']",105,"['Lawrence Gordon Productions', 'Silver Pictures', 'Twentieth Century Fox']",5.8,15817.0,['Penny Marshall']
But I'm a Cheerleader,B00004X13Q,1999,False,"['Comedy', 'Drama', 'Romance']",85,"['Cheerleader LLC', 'Hate Kills Man', 'Ignite Entertainment', 'Kushner-Locke Company, The']",6.6,21487.0,['Jamie Babbit']
Lake Mungo,B0032O66FY,2008,False,"['Drama', 'Horror', 'Mystery', 'Thriller']",87,"['Mungo Productions', 'Screen Australia', 'SBS Independent']",6.1,11210.0,['Joel Anderson']
The Dead Next Door,6304550839,1989,True,['Horror'],78,"['Suburban Tempe Company', 'Amsco Studios']",5.2,2469.0,['J.R. Bookwalter']
I Want to Live,630430840X,2015,False,"['Documentary', 'Adventure', 'Biography', 'Drama', 'History', 'Music', 'News', 'War']",106,,9.4,279.0,['Karzan Kardozi']
In Cold Blood,0800113268,1967,True,"['Biography', 'Crime', 'Drama', 'History']",134,"['Columbia Pictures Corporation', 'Pax Enterprises']",8.0,20495.0,['Richard Brooks']
Keeping Mum,B000K7VHQY,2005,True,"['Comedy', 'Crime']",99::(dvd),"['Summit Entertainment', 'Isle of Man Film', 'Azure Films', 'Tusk Productions']",6.8,29894.0,['Niall Johnson']
The French Lieutenant's Woman,6301969626,1981,True,"['Drama', 'Romance']",124,['Juniper Films'],7.0,9963.0,['Karel Reisz']
Justified Season 3,B004HW7JNS,2012,False,,,,,,['Brian Katkin']
"Two and a Half Men: Dying is Easy, Comedy is Hard",B00005JOHC,2009,False,"['Documentary', 'Short']",11,,,,
After the Thin Man,6301964179,1936,False,"['Comedy', 'Crime', 'Mystery']",112,['Metro-Goldwyn-Mayer (MGM)'],7.7,7780.0,['W.S. Van Dyke']
The Two Jakes,6301920341,1990,True,"['Crime', 'Drama', 'Mystery', 'Romance']",137,"['88 Productions', 'Paramount Pictures']",6.1,9171.0,['Jack Nicholson']
Ride Along,B00HX0KIAM,2014,True,"['Action', 'Comedy', 'Crime', 'Romance']",99,"['Cube Vision', 'LBI Entertainment', 'Rainforest Films', 'Universal Pictures']",6.2,86092.0,['Tim Story']
The Guard,B005WAP2U6,2011,True,"['Comedy', 'Thriller']",Germany:96,"['Reprisal Films', 'Element Pictures', 'Hindsight', 'Aegis Film Fund', 'UK Film Council', 'Crescendo Productions', 'EDS Pictures', 'Bord Scannan na hEireann / Irish Film Board']",7.3,70101.0,['John Michael McDonagh']
Return to Sleepaway Camp,B001CT876C,2008,True,"['Comedy', 'Horror', 'Mystery']",86,"['GO2SHO', 'Return to Sleepaway Corp.']",4.3,3079.0,['Robert Hiltzik']
Eddie and the Cruisers,079283867X,1983,False,"['Drama', 'Mystery', 'Music']",95,['Aurora'],6.9,5774.0,['Martin Davidson']
Vampires: Los Muertos,B00006FD9N,2002,True,"['Action', 'Horror', 'Thriller']",USA:93,"['Screen Gems', 'Storm King Productions']",4.6,6270.0,['Tommy Lee Wallace']
The Great Outdoors,0783227884,1988,True,['Comedy'],91,"['Hughes Entertainment', 'Universal Pictures']",6.6,31695.0,['Howard Deutch']
The Informers,B00275EGNS,2008,True,"['Crime', 'Drama', 'Thriller']",98,['Senator Entertainment Co'],5.0,14842.0,['Gregor Jordan']
The Villain,6302487854,1979,True,"['Comedy', 'Western']",89,['Rastar Pictures'],5.4,5450.0,['Hal Needham']
Eddie Izzard: Dress to Kill,B00003CWOT,1999,False,"['Documentary', 'Comedy']",USA:115,['Ella Communications Ltd.'],8.7,6614.0,['Lawrence Jordan']
Duel in the Sun,6301805615,1946,True,"['Drama', 'Romance', 'Western']",USA:144::(roadshow version),"['Selznick International Pictures', 'Vanguard Films']",6.9,6813.0,"['King Vidor', 'Otto Brower', 'William Dieterle', 'Sidney Franklin', 'William Cameron Menzies', 'David O. Selznick', 'Josef von Sternberg']"
The Company You Keep,B00BEIYKX0,2012,True,"['Drama', 'Thriller']",125,"['Voltage Pictures', 'Wildwood Enterprises', 'Brightlight Pictures', 'Kingsgate Films', 'TCYK North Productions']",6.4,27998.0,['Robert Redford']
The Family That Preys,B000LW7REE,2008,False,['Drama'],USA:111,"['Louisiana Producers Film Source', 'Tyler Perry Company, The']",5.4,6111.0,['Tyler Perry']
Merry Christmas Mr. Lawrence,0784012660,1983,True,"['Drama', 'War']",123,"['National Film Trustee Company', 'Cineventure Productions London', 'Recorded Picture Company (RPC)', 'Oshima Productions', 'TV Asahi', 'Broadbank Investments', 'Antares-Nova', 'Jeremy Thomas Productions']",7.3,11903.0,['Nagisa Ôshima']
Leatherheads,B001BL96JI,2008,True,"['Comedy', 'Drama', 'Romance', 'Sport']",114,"['Universal Pictures', 'Casey Silver Productions', 'Smokehouse Pictures', 'Internationale Scarena Filmproduktionsgesellschaft 1', 'Outlaw Productions (I)']",6.0,28863.0,['George Clooney']
Oliver Twist,B00000F17A,2005,True,"['Crime', 'Drama']",130,"['R.P. Productions', 'Runteam II Ltd.', 'ETIC Films', 'Medusa Film', 'Runteam']",6.9,27316.0,['Roman Polanski']
Prophecy,B00005RDAI,1979,True,"['Sci-Fi', 'Horror']",102,['Paramount Pictures'],5.4,3312.0,['John Frankenheimer']
"The Beast from 20,000 Fathoms",B000FOPPEC,1953,True,"['Adventure', 'Horror', 'Sci-Fi']",80,['Jack Dietz Productions'],6.7,5422.0,['Eugène Lourié']
Lone Wolf McQuade,B00004W48W,1983,True,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']",107,"['1818', 'Lone Wolf McQuade Associates', 'Topkick Productions']",6.3,8755.0,['Steve Carver']
Get Low,B003L20ILA,2009,True,"['Drama', 'Mystery']",103,"['K5 International', 'Zanuck Independent', 'David Gundlach Productions', 'LARA Enterprises', 'TVN', ""Butcher's Run Films""]",7.1,20092.0,['Aaron Schneider']
The Nut Job,B00HLTD2OE,2014,False,"['Animation', 'Adventure', 'Comedy', 'Family']",85,"['Gulfstream Pictures', 'Open Road Films', 'Redrover Co. Ltd.', 'ToonBox Entertainment']",5.8,22266.0,['Peter Lepeniotis']
